id	text	label
LLM_SEX_000201	এই রূপবতী নারীরা শুধু নিজের রূপ দেখিয়ে ভোট চায়, কাজ করতে পারে না।	Sexism
LLM_SEX_000202	মেয়েদের কথায় যুক্তি থাকে না, শুধু আবেগ আর বায়না থাকে।	Sexism
LLM_SEX_000203	নারী মানেই ঝামেলা আর পরকীয়া, এদের থেকে দূরে থাকাই বুদ্ধিমানের কাজ।	Sexism
LLM_SEX_000204	মেয়েরা তো স্বামীর সম্পত্তি, তাদের নিজস্ব মতামত আবার কি?	Sexism
LLM_SEX_000205	পুরুষদের সাথে সমান তালে দৌড়াতে গিয়ে মেয়েরা হাঁপিয়ে উঠবে, এসব দৌড়ঝাঁপ ওদের কাজ নয়।	Sexism
LLM_SEX_000206	ওই মেয়েদের হাসি হাসি মুখ দেখে ভোট চাইলেই কি কাজ হবে? বুদ্ধি নেই এদের।	Sexism
LLM_SEX_000207	স্বামীকে ছেড়ে যারা বাইরে বাইরে ঘোরে, তাদের আর মূল্য থাকে না সমাজে।	Sexism
LLM_SEX_000208	এই যে ম্যাডাম ক্যামেরার সামনে এত সেজেগুজে আসছে, আসলে তো কোনো কাজের যোগ্যতা নেই।	Sexism
LLM_SEX_000209	মেয়েদের কথা শুনলে শুধু মাথাই ঘোরে, এদের মাথা ঠান্ডা নেই, সিদ্ধান্ত নিতে পারে না।	Sexism
LLM_SEX_000210	নারী যখন পুরুষের মতো ক্ষমতা চায়, তখন সমাজটাই পচে যায়।	Sexism
LLM_SEX_000211	এই মোটা শরীর নিয়ে আবার মডেলিং! আয়না দেখে না নাকি?	Sexism
LLM_SEX_000212	মেয়েদের পা দেখে মনে হয় সব ডান্স বারে কাজ করে।	Sexism
LLM_SEX_000213	এদের স্তন দেখেই বোঝা যায় কতজনের সাথে শুয়েছে।	Sexism
LLM_SEX_000214	তোমার পোশাকের ফাঁক দিয়ে যা দেখা যাচ্ছে, তাতে সব পুরুষই কামুক হবে।	Sexism
LLM_SEX_000215	সুন্দর মুখ আর চিকন কোমরের জন্যই সব সুযোগ পায়, কাজের যোগ্যতা নেই।	Sexism
LLM_SEX_000216	মেয়েদের শরীর তো শুধু ভোগ করার জন্য, সম্মান কিসের?	Sexism
LLM_SEX_000217	এই শরীর নিয়ে আর কত নাটক করবে? এবার তো ঘরে বসো।	Sexism
LLM_SEX_000218	সবাইকেই শরীর দেখিয়ে উস্কানি দেওয়া কি তোমার অভ্যাস?	Sexism
LLM_SEX_000219	এরকম পোশাক পরলে পুরুষদের লোভ হওয়া স্বাভাবিক।	Sexism
LLM_SEX_000220	এর মুখ দেখলেই মেজাজ খারাপ হয়ে যায়, কিসের সেলিব্রেটি!	Sexism
LLM_SEX_000221	এই হাতি মার্কা শরীর নিয়ে আবার নাচানাচি, লজ্জা করে না?	Sexism
LLM_SEX_000222	এই মেয়ের উচু বুক দেখলে পুরুষের মাথা ঠিক থাকে না।	Sexism
LLM_SEX_000223	এরকম চেহারা নিয়ে আবার জ্ঞান দিতে আসে, আগে নিজেকে আয়নায় দেখুক।	Sexism
LLM_SEX_000224	বুড়ো হাড়ে ভেলকি দেখানোর বয়স আর নেই, ঘরে গিয়ে বিশ্রাম নাও।	Sexism
LLM_SEX_000225	মুখের রঙ দেখে মনে হয় যেন রঙ মেখে এসেছে, আসল রূপটা কোথায়?	Sexism
LLM_SEX_000226	সৌন্দর্য না থাকলে আর কি আছে মেয়েদের? শুধু ভেতরের গুন দিয়ে কিছু হয় না।	Sexism
LLM_SEX_000227	এই মহিলার গায়ের রং আর চেহারা, দেখলে বিতৃষ্ণা আসে।	Sexism
LLM_SEX_000228	রাস্তায় এভাবে শরীর দুলিয়ে চললে পুরুষরা কি দেখবে না নাকি?	Sexism
LLM_SEX_000229	শরীরটাই তো পুঁজি এদের, আর কি যোগ্যতা আছে?	Sexism
LLM_SEX_000230	ফাঁটাফাটা শরীরের পোশাক পরা এই মহিলা নিশ্চিত ভালো ঘরের মেয়ে নয়।	Sexism
LLM_SEX_000231	মেয়েদের রাগের কোনো যুক্তি নেই, সবটাই অতিরিক্ত নাটক।	Sexism
LLM_SEX_000232	দেশের কঠিন কাজগুলো পুরুষরাই সামলাতে পারে, মেয়েদের দিয়ে শুধু নরমাল কাজই হয়।	Sexism
LLM_SEX_000233	কম কাপড় পরলে পুরুষদের চোখ তো যাবেই, দোষটা কার?	Sexism
LLM_SEX_000234	এইসব শিক্ষিতা মেয়েদের কথা শুধু বইয়ের পাতায়, বাস্তবে কোনো কাজ হয় না।	Sexism
LLM_SEX_000235	এই অল্পবয়সী মেয়েদের কথা কে শুনবে? এদের তো বুদ্ধি পরিপক্ব হয়নি।	Sexism
LLM_SEX_000236	নেতৃত্বের আসনে বসেছেন বটে, কিন্তু ঘরের রান্নাঘরই তার জন্য ভালো।	Sexism
LLM_SEX_000237	ক্যামেরার সামনে এত হাসি দেখান, নিশ্চয়ই রাতে অন্য খেলা চলে।	Sexism
LLM_SEX_000238	মেয়েদের কান্না আর কথার মূল্য এক, শুধুই সহানুভূতি আদায়।	Sexism
LLM_SEX_000239	এই বয়সের এক মহিলা, এখনো শরীর দেখিয়ে ভোট চাইতে আসে।	Sexism
LLM_SEX_000240	পুরুষরা দেশ চালায় বুদ্ধি দিয়ে, আর মহিলারা চালায় শাড়ি আর কসমেটিক্স দিয়ে।	Sexism
